Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Format,Category,Type
SI de Saram (SL),2009-2009,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
PC de Silva (SL),2017-2017,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
Dhiman Ghosh (BDESH),2008-2008,1,1,1,0,1,0,0,1 (0ct 1st),1.0,T20,Fielding,Fielding
AB Dinda (INDIA),2009-2012,9,9,1,1,0,0,1,1 (1ct 0st),0.111,T20,Fielding,Fielding
LA Dunbar (Serb),2019-2019,2,2,1,1,0,1,0,1 (1ct 0st),0.5,T20,Fielding,Fielding
AB Dursak (TKY),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
G Dutta (Mex),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
J Edness (BMUDA),2008-2008,3,3,1,0,1,0,0,1 (0ct 1st),0.33299999999999996,T20,Fielding,Fielding
RMS Eranga (SL),2012-2013,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
L Evile (Samoa),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
M Faheem (THAI),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
Faisal Khan (Saudi),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
Fareed Ahmad (AFG),2016-2019,14,14,1,1,0,0,1,1 (1ct 0st),0.071,T20,Fielding,Fielding
Farhan Ahmed (UAE),2016-2016,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Fayyaz Ahmed (UAE),2015-2015,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
CJ Ferguson (AUS),2009-2009,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
SE Findlay (WI),2008-2008,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
JA Fitzgerald (GIBR),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
BT Foakes (ENG),2019-2019,1,1,1,1,0,1,0,1 (1ct 0st),1.0,T20,Fielding,Fielding
CR Foggo (BMUDA),2008-2008,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
TS Fray (BMUDA),2019-2019,10,10,1,1,0,0,1,1 (1ct 0st),0.1,T20,Fielding,Fielding
C Fry (LUX),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
R Frylinck (SA),2017-2018,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
ST Gabriel (WI),2013-2013,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
WT Gavera (PNG),2015-2017,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
Gershon Yusuf (NGA),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
MR Gillespie (NZ),2006-2008,11,11,1,1,0,0,1,1 (1ct 0st),0.09,T20,Fielding,Fielding
R Goodwin (PHI),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
JOA Gordon (CAN),2013-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
TG Gordon (CAN),2012-2012,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
K Gore (USA),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
H Gori (CZK-R),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
S Goud (CZK-R),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
AM Guruge (UAE),2014-2015,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
Hafez Farooq (Peru),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
OJ Hairs (SCOT),2019-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,T20,Fielding,Fielding
Hamza Dar (ESP),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
SJ Harmison (ENG),2005-2006,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
NM Hauritz (AUS),2009-2009,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
ML Hayden (AUS),2005-2007,9,9,1,1,0,0,1,1 (1ct 0st),0.111,T20,Fielding,Fielding
JR Hazlewood (AUS),2013-2016,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
MJ Henry (NZ),2014-2017,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
WW Hinds (WI),2006-2010,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
GB Hogg (AUS),2006-2014,15,15,1,1,0,0,1,1 (1ct 0st),0.066,T20,Fielding,Fielding
Z Hoque (THAI),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
JM How (NZ),2007-2008,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
MG Hunter (GIBR),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
JJ Huo (Moz),2019-2019,7,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
J Hurley (Arg),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
A Husain (Arg),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
GM Hyde (Blz),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Ibrahim Nashath (Mald),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Ibrahim Rizan (Mald),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
Ibrahim Zadran (AFG),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
AF Ifill (Caym),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
Iftikhar Ahmed (PAK),2016-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
Ilyas Ahmed (KUW),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
Imran Ashraf (QAT),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Imran Haider (UAE),2016-2019,11,11,1,1,0,0,1,1 (1ct 0st),0.09,T20,Fielding,Fielding
PJ Ingram (NZ),2010-2010,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
DF Jacobs (THAI),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
KM Jadhav (INDIA),2015-2017,9,9,1,1,0,0,1,1 (1ct 0st),0.111,T20,Fielding,Fielding
S Jamil (Belg),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Jasdeep Singh (USA),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
Jaspreet Singh (ITA),2019-2019,5,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
K Jethi (CAN),2008-2008,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
J Jojo (DEN),2019-2019,7,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
MO Jones (BMUDA),2019-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,T20,Fielding,Fielding
NG Jones (IRE),2010-2012,5,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
C Jonker (SA),2018-2018,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
Junaid Siddique (BDESH),2007-2012,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
Kaleem Shah (Moz),2019-2019,7,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
JK Kamande (KENYA),2007-2010,12,12,1,1,0,0,1,1 (1ct 0st),0.083,T20,Fielding,Fielding
Kamran Shazad (UAE),2014-2014,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
TE Kane (IRE),2015-2019,7,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
S Keshvani (CAN),2010-2010,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
RWT Key (ENG),2009-2009,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
N Khanna (MALTA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
Khizer Ahmed (NOR),2019-2019,5,5,1,0,1,0,0,1 (0ct 1st),0.2,T20,Fielding,Fielding
N Khosla (MALTA),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
Khurram Chohan (CAN),2010-2010,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
TCR Kimber (GUE),2019-2019,3,3,1,0,1,0,0,1 (0ct 1st),0.33299999999999996,T20,Fielding,Fielding
NR Kirton (CAN),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
RK Kleinveldt (SA),2008-2013,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
Kuldeep Singh (PHI),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
P Kumar (INDIA),2008-2012,10,10,1,1,0,0,1,1 (1ct 0st),0.1,T20,Fielding,Fielding
R Kumar (ROM),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
UKPW Kumaranayaka (KUW),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
A Lagos (),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
H Lakov (),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
CK Langeveldt (SA),2005-2010,9,9,1,1,0,0,1,1 (1ct 0st),0.111,T20,Fielding,Fielding
B Laughlin (AUS),2009-2013,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
J Lewis (ENG),2005-2007,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
ML Lewis (AUS),2006-2006,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
RN Lewis (WI),2008-2008,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
NCK Liyanage (MAL),2019-2019,6,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
KS Lokuarachchi (SL),2012-2012,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
J Long (PHI),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
T Lungameni (NAM),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
GD McGrath (AUS),2005-2005,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
NJ Maddinson (AUS),2013-2018,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
DL Maddy (ENG),2007-2007,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
Mahedi Hasan (BDESH),2018-2018,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
Mahmad Data (PNM),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
S Mahmood (ENG),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
SI Mahmood (ENG),2006-2009,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
GI Maiden (SCOT),2008-2008,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
BF Mailata (Samoa),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
GT Main (SCOT),2015-2016,4,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
D Maisuria (Botsw),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
A Makesh (KUW),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
AK Mandal (NEPAL),2015-2015,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
Mandeep Singh (INDIA),2016-2016,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
P Manning (Caym),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
AK Markram (SA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
HJH Marshall (NZ),2005-2006,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
OM Marshall (Peru),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
CS Martin (NZ),2007-2008,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
DR Martyn (AUS),2005-2006,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
I Master (Botsw),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
GE Mathurin (WI),2011-2012,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
B Mavuta (ZIM),2018-2018,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
M Meade (Chile),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
SC Meaker (ENG),2012-2012,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
J Mees (LUX),2019-2019,3,3,1,1,0,1,0,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
PHKD Mendis (SL),2018-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
CAJ Meschede (GER),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
KO Meth (ZIM),2012-2012,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
Mian Mehmood (PORT),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
AJ Michael (Samoa),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
TS Mills (ENG/ICC),2016-2018,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
A Mishra (INDIA),2010-2017,10,10,1,1,0,0,1,1 (1ct 0st),0.1,T20,Fielding,Fielding
P Mishra (),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
K Modise (Botsw),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Mohammad Irfan (PAK),2012-2019,22,22,1,1,0,0,1,1 (1ct 0st),0.045,T20,Fielding,Fielding
Mohammad Kashif (NL),2010-2010,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Mohammad Shahzad (UAE),2015-2017,20,20,1,1,0,0,1,1 (1ct 0st),0.05,T20,Fielding,Fielding
Mohammad Tauqir (UAE),2015-2015,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Mohammad Yousuf (PAK),2006-2010,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
JN Mohammed (WI),2017-2018,9,9,1,1,0,0,1,1 (1ct 0st),0.111,T20,Fielding,Fielding
Mohammed Qasim (UAE),2016-2017,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Mohammed Siraj (INDIA),2017-2018,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
HJC Mol (NL),2008-2008,4,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Mominul Haque (BDESH),2012-2014,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
D Mongia (INDIA),2006-2006,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
M Mooketsi (Botsw),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
Mudassar Muhammad (GER),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
Muhamad Syahadat (MAL),2019-2019,10,9,1,1,0,0,1,1 (1ct 0st),0.111,T20,Fielding,Fielding
Muhammad Amir (MAL),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
Muhammad Asjed (ESP),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
Muhammad Kaleem (UAE),2016-2016,9,9,1,1,0,0,1,1 (1ct 0st),0.111,T20,Fielding,Fielding
Muhammad Khurram (MWI),2019-2019,5,5,1,1,0,1,0,1 (1ct 0st),0.2,T20,Fielding,Fielding
Muhammad Naeem (Saudi),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
Muhammad Saleem (),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
JK Mukhiya (NEPAL),2014-2015,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
EMDY Munaweera (SL),2012-2017,13,13,1,1,0,0,1,1 (1ct 0st),0.076,T20,Fielding,Fielding
GBW Munaweera (QAT),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
Munir Dar (HKG),2014-2014,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
M Muralitharan (SL),2006-2010,12,12,1,1,0,0,1,1 (1ct 0st),0.083,T20,Fielding,Fielding
D Murphy (SCOT),2013-2013,4,4,1,1,0,1,0,1 (1ct 0st),0.25,T20,Fielding,Fielding
Musawar Shah (QAT),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
N M'shangwe (ZIM),2013-2014,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
AK Muslar (Blz),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Muslim Yar (GER),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
T Muzarabani (ZIM),2015-2016,9,9,1,1,0,0,1,1 (1ct 0st),0.111,T20,Fielding,Fielding
M Mwamadi (MWI),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Najjam Shahzad (PORT),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
DM Nakrani (UGA),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
W Nalisa (VAN),2019-2019,9,9,1,1,0,0,1,1 (1ct 0st),0.111,T20,Fielding,Fielding
DP Nannes (AUS/NL),2009-2010,17,17,1,1,0,0,1,1 (1ct 0st),0.057999999999999996,T20,Fielding,Fielding
Naseem Khushi (OMAN),2017-2019,10,10,1,1,0,0,1,1 (1ct 0st),0.1,T20,Fielding,Fielding
A Nathwani (Aut),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
A Natubhai Ahir (PNM),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Naveed Ahmed (CZK-R),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
Nazakat Ali (NOR),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
Nazril Rahman (MAL),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
A Nel (SA),2005-2007,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
JD Nel (SCOT),2007-2010,10,9,1,1,0,0,1,1 (1ct 0st),0.111,T20,Fielding,Fielding
L Ngidi (SA),2017-2018,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
PA Nixon (ENG),2007-2007,1,1,1,0,1,0,0,1 (0ct 1st),1.0,T20,Fielding,Fielding
L Nussbaumer (GUE),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
SH Obed (VAN),2019-2019,12,12,1,1,0,0,1,1 (1ct 0st),0.083,T20,Fielding,Fielding
E Ochieng (KENYA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
PP Ojha (INDIA),2009-2010,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
SNJ O'Keefe (AUS),2010-2011,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
IO Okpe (NGA),2019-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,T20,Fielding,Fielding
R Olipa (UGA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
Omar Hayat (DEN),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
A Otwani (UGA),2019-2019,4,4,1,1,0,1,0,1 (1ct 0st),0.25,T20,Fielding,Fielding
SD Outerbridge (BMUDA),2008-2008,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
E Packard (GIBR),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
K Pala (PNG),2015-2015,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
I Pandey (NEPAL),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
NMS Param (SGP),2019-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,T20,Fielding,Fielding
PA Patel (INDIA),2011-2011,2,2,1,1,0,1,0,1 (1ct 0st),0.5,T20,Fielding,Fielding
RN Patel (KENYA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
D Paterson (SA),2017-2018,8,8,1,1,0,0,1,1 (1ct 0st),0.125,T20,Fielding,Fielding
C Pengkumta (THAI),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
AK Perera (SL),2013-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
SL Perera (Ghana),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
WKD Perkins (WI),2008-2008,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
J Perman (ESP),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
AN Petersen (SA),2010-2010,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
VD Philander (SA),2007-2007,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
K Pierre (WI),2018-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,T20,Fielding,Fielding
R Pillai (GER),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
R Pisal (ROM),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
S Pokhriyal (CZK-R),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
KOA Powell (WI),2014-2014,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
M Pushpakumara (SL),2009-2009,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
A Rangaswamy (Botsw),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
Raqibul Hasan (BDESH),2008-2010,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
Raza Iqbal (NOR),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
CMW Read (ENG),2006-2006,1,1,1,1,0,1,0,1 (1ct 0st),1.0,T20,Fielding,Fielding
FL Reifer (WI),2009-2009,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
JB Reva (PNG),2015-2019,9,9,1,1,0,0,1,1 (1ct 0st),0.111,T20,Fielding,Fielding
KAJ Roach (WI),2008-2012,11,11,1,1,0,0,1,1 (1ct 0st),0.09,T20,Fielding,Fielding
IH Romaine (BMUDA),2008-2008,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
Rubel Hossain (BDESH),2009-2018,27,26,1,1,0,0,1,1 (1ct 0st),0.038,T20,Fielding,Fielding
Rumman Raees (PAK),2016-2018,8,8,1,1,0,0,1,1 (1ct 0st),0.125,T20,Fielding,Fielding
RJMGM Rupasinghe (SL),2009-2009,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
GR Russ (PHI),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
HD Rutherford (NZ),2013-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,T20,Fielding,Fielding
SE Rutherford (WI),2018-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Saad Nasim (PAK),2014-2014,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
VM Sachdev (PNM),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
Sadeeq Khan (ROM),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Sahir Naqash (GER),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
NA Saini (INDIA),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
Sajedul Islam (BDESH),2013-2013,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
AM Samad (CAN),2008-2010,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
SV Samson (INDIA),2015-2015,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
R Sandaruwan (KUW),2019-2019,10,10,1,1,0,0,1,1 (1ct 0st),0.1,T20,Fielding,Fielding
