Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Format,Category,Type
DL Hemp (BMUDA),2006-2009,22,4,114,119,1.0,1/25,119.0,6.26,114.0,0,0,ODI,Bowling,Bowling
BE Hendricks (SA),2019-2019,4,3,126,106,1.0,1/50,106.0,5.04,126.0,0,0,ODI,Bowling,Bowling
RR Hendricks (SA),2018-2019,18,3,42,47,1.0,1/13,47.0,6.71,42.0,0,0,ODI,Bowling,Bowling
BJ Hodge (AUS),2005-2007,25,3,66,51,1.0,1/17,51.0,4.63,66.0,0,0,ODI,Bowling,Bowling
DW Hookes (AUS),1977-1986,39,3,29,28,1.0,1/2,28.0,5.79,29.0,0,0,ODI,Bowling,Bowling
DL Houghton (ZIM),1983-1997,63,1,12,19,1.0,1/19,19.0,9.5,12.0,0,0,ODI,Bowling,Bowling
Iftikhar Ahmed (PAK),2015-2019,4,4,138,101,1.0,1/31,101.0,4.39,138.0,0,0,ODI,Bowling,Bowling
Ijaz Ahmed jnr (PAK),1997-1997,2,2,30,25,1.0,1/9,25.0,5.0,30.0,0,0,ODI,Bowling,Bowling
Imran Nazir (PAK),1999-2009,79,4,49,48,1.0,1/3,48.0,5.87,49.0,0,0,ODI,Bowling,Bowling
F Jansen (NL),1996-1996,2,2,54,62,1.0,1/40,62.0,6.88,54.0,0,0,ODI,Bowling,Bowling
PS Jayaprakashdaran (SL),2005-2005,1,1,36,21,1.0,1/21,21.0,3.5,36.0,0,0,ODI,Bowling,Bowling
TE Jesty (ENG),1983-1983,10,4,108,93,1.0,1/23,93.0,5.16,108.0,0,0,ODI,Bowling,Bowling
Joginder Sharma (INDIA),2004-2007,4,4,150,115,1.0,1/28,115.0,4.6,150.0,0,0,ODI,Bowling,Bowling
HR Johnson (USA),2004-2004,2,2,60,69,1.0,1/26,69.0,6.9,60.0,0,0,ODI,Bowling,Bowling
S Jyoti (CAN),2006-2010,14,4,120,90,1.0,1/26,90.0,4.5,120.0,0,0,ODI,Bowling,Bowling
VG Kambli (INDIA),1991-2000,104,1,4,7,1.0,1/7,7.0,10.5,4.0,0,0,ODI,Bowling,Bowling
Kashif Raza (PAK),2001-2001,1,1,30,36,1.0,1/36,36.0,7.2,30.0,0,0,ODI,Bowling,Bowling
GE Kidd (IRE),2007-2008,6,5,216,172,1.0,1/27,172.0,4.77,216.0,0,0,ODI,Bowling,Bowling
R Lamba (INDIA),1986-1989,32,3,19,20,1.0,1/9,20.0,6.31,19.0,0,0,ODI,Bowling,Bowling
D Lloyd (ENG),1973-1980,8,1,12,3,1.0,1/3,3.0,1.5,12.0,0,0,ODI,Bowling,Bowling
JL Louw (NAM),2003-2003,1,1,60,60,1.0,1/60,60.0,6.0,60.0,0,0,ODI,Bowling,Bowling
SV Manjrekar (INDIA),1988-1996,74,3,8,10,1.0,1/2,10.0,7.5,8.0,0,0,ODI,Bowling,Bowling
AV Mankad (INDIA),1974-1974,1,1,35,47,1.0,1/47,47.0,8.05,35.0,0,0,ODI,Bowling,Bowling
Mansoor Amjad (PAK),2008-2008,1,1,48,44,1.0,1/44,44.0,5.5,48.0,0,0,ODI,Bowling,Bowling
AW Mathieson (NZ),2015-2015,1,1,24,40,1.0,1/40,40.0,10.0,24.0,0,0,ODI,Bowling,Bowling
DES Maxwell (CAN),2006-2007,10,3,72,70,1.0,1/23,70.0,5.83,72.0,0,0,ODI,Bowling,Bowling
PHKD Mendis (SL),2019-2019,2,2,84,79,1.0,1/45,79.0,5.64,84.0,0,0,ODI,Bowling,Bowling
T Mishra (KENYA),2006-2013,42,2,9,12,1.0,1/6,12.0,8.0,9.0,0,0,ODI,Bowling,Bowling
Mohammad Abbas (PAK),2019-2019,3,3,162,153,1.0,1/44,153.0,5.66,162.0,0,0,ODI,Bowling,Bowling
Mohammad Yousuf (Asia/PAK),1998-2010,288,2,2,1,1.0,1/0,1.0,3.0,2.0,0,0,ODI,Bowling,Bowling
Mohsin Khan (PAK),1977-1986,75,2,12,5,1.0,1/2,5.0,2.5,12.0,0,0,ODI,Bowling,Bowling
Mujahid Jamshed (PAK),1997-1997,4,1,24,6,1.0,1/6,6.0,1.5,24.0,0,0,ODI,Bowling,Bowling
W Mwayenga (ZIM),2002-2004,3,3,126,157,1.0,1/61,157.0,7.47,126.0,0,0,ODI,Bowling,Bowling
J Nagenda (EAf),1975-1975,1,1,54,50,1.0,1/50,50.0,5.55,54.0,0,0,ODI,Bowling,Bowling
PG Nana (EAf),1975-1975,3,3,173,116,1.0,1/34,116.0,4.02,173.0,0,0,ODI,Bowling,Bowling
DP Nannes (AUS),2009-2009,1,1,42,20,1.0,1/20,20.0,2.85,42.0,0,0,ODI,Bowling,Bowling
SV Nayak (INDIA),1981-1982,4,4,222,161,1.0,1/51,161.0,4.35,222.0,0,0,ODI,Bowling,Bowling
A Ndlovu (ZIM),2019-2019,2,2,102,80,1.0,1/29,80.0,4.7,102.0,0,0,ODI,Bowling,Bowling
Neeyamur Rashid (BDESH),1999-1999,2,2,78,66,1.0,1/46,66.0,5.07,78.0,0,0,ODI,Bowling,Bowling
A Neill (SCOT),2019-2019,1,1,55,24,1.0,1/24,24.0,2.61,55.0,0,0,ODI,Bowling,Bowling
AA Noffke (AUS),2008-2008,1,1,54,46,1.0,1/46,46.0,5.11,54.0,0,0,ODI,Bowling,Bowling
SD Outerbridge (BMUDA),2006-2009,23,7,120,94,1.0,1/11,94.0,4.7,120.0,0,0,ODI,Bowling,Bowling
JS Paris (AUS),2016-2016,2,2,96,93,1.0,1/40,93.0,5.81,96.0,0,0,ODI,Bowling,Bowling
JM Parker (NZ),1974-1981,24,1,16,10,1.0,1/10,10.0,3.75,16.0,0,0,ODI,Bowling,Bowling
AJ Penn (NZ),1997-2001,5,5,159,201,1.0,1/50,201.0,7.58,159.0,0,0,ODI,Bowling,Bowling
N Phillip (WI),1978-1978,1,1,42,22,1.0,1/22,22.0,3.14,42.0,0,0,ODI,Bowling,Bowling
PM Pushpakumara (SL),2017-2017,2,2,114,105,1.0,1/40,105.0,5.52,114.0,0,0,ODI,Bowling,Bowling
S Ramesh (INDIA),1999-1999,24,3,36,38,1.0,1/23,38.0,6.33,36.0,0,0,ODI,Bowling,Bowling
N Ranatunga (SL),1993-1993,2,2,102,82,1.0,1/33,82.0,4.82,102.0,0,0,ODI,Bowling,Bowling
SHA Rance (NZ),2017-2017,2,2,105,110,1.0,1/44,110.0,6.28,105.0,0,0,ODI,Bowling,Bowling
U Ranchod (ZIM),1992-1993,3,3,174,130,1.0,1/44,130.0,4.48,174.0,0,0,ODI,Bowling,Bowling
DW Randall (ENG),1976-1985,49,1,2,2,1.0,1/2,2.0,6.0,2.0,0,0,ODI,Bowling,Bowling
Randhir Singh (INDIA),1981-1983,2,2,72,48,1.0,1/30,48.0,4.0,72.0,0,0,ODI,Bowling,Bowling
SS Raul (INDIA),1998-1998,2,2,36,27,1.0,1/13,27.0,4.5,36.0,0,0,ODI,Bowling,Bowling
Raza-ur-Rehman (CAN),2013-2014,6,5,122,128,1.0,1/59,128.0,6.29,122.0,0,0,ODI,Bowling,Bowling
Raza Hasan (PAK),2014-2014,1,1,60,68,1.0,1/68,68.0,6.8,60.0,0,0,ODI,Bowling,Bowling
V Razdan (INDIA),1989-1990,3,3,84,77,1.0,1/37,77.0,5.5,84.0,0,0,ODI,Bowling,Bowling
CA Reid (USA),2004-2004,2,2,78,63,1.0,1/37,63.0,4.84,78.0,0,0,ODI,Bowling,Bowling
RB Reid (NZ),1988-1991,9,1,7,13,1.0,1/13,13.0,11.14,7.0,0,0,ODI,Bowling,Bowling
RB Richardson (WI),1983-1996,224,6,58,46,1.0,1/4,46.0,4.75,58.0,0,0,ODI,Bowling,Bowling
ADG Roberts (NZ),1976-1976,1,1,56,30,1.0,1/30,30.0,3.21,56.0,0,0,ODI,Bowling,Bowling
RJ Robinson (BMUDA),2007-2009,3,3,138,170,1.0,1/57,170.0,7.39,138.0,0,0,ODI,Bowling,Bowling
TS Roland-Jones (ENG),2017-2017,1,1,42,34,1.0,1/34,34.0,4.85,42.0,0,0,ODI,Bowling,Bowling
LC Romero (USA),2004-2004,2,1,24,52,1.0,1/52,52.0,13.0,24.0,0,0,ODI,Bowling,Bowling
RR Rossouw (SA),2014-2016,36,3,45,44,1.0,1/17,44.0,5.86,45.0,0,0,ODI,Bowling,Bowling
Sameer Zia (UAE),2004-2004,1,1,60,44,1.0,1/44,44.0,4.4,60.0,0,0,ODI,Bowling,Bowling
Saqib Ali (UAE),2008-2014,5,2,60,57,1.0,1/44,57.0,5.7,60.0,0,0,ODI,Bowling,Bowling
Saqib Zulfiqar (NL),2019-2019,1,1,42,49,1.0,1/49,49.0,7.0,42.0,0,0,ODI,Bowling,Bowling
Sayed Shirzad (AFG),2019-2019,2,1,48,56,1.0,1/56,56.0,7.0,48.0,0,0,ODI,Bowling,Bowling
BN Schultz (SA),1992-1992,1,1,54,35,1.0,1/35,35.0,3.88,54.0,0,0,ODI,Bowling,Bowling
BB Seebaran (CAN),2003-2003,4,3,108,130,1.0,1/61,130.0,7.22,108.0,0,0,ODI,Bowling,Bowling
RK Sethi (EAf),1975-1975,3,3,120,100,1.0,1/51,100.0,5.0,120.0,0,0,ODI,Bowling,Bowling
Shehzad Altaf (UAE),1996-1996,2,2,78,37,1.0,1/15,37.0,2.84,78.0,0,0,ODI,Bowling,Bowling
Shakeel Khan (PAK),1987-1987,1,1,54,50,1.0,1/50,50.0,5.55,54.0,0,0,ODI,Bowling,Bowling
M Shezi (SA),2014-2014,1,1,36,8,1.0,1/8,8.0,1.33,36.0,0,0,ODI,Bowling,Bowling
LR Shukla (INDIA),1999-1999,3,3,114,94,1.0,1/25,94.0,4.94,114.0,0,0,ODI,Bowling,Bowling
K Shuttleworth (ENG),1971-1971,1,1,56,29,1.0,1/29,29.0,3.1,56.0,0,0,ODI,Bowling,Bowling
LPC Silva (SL),1999-2011,75,2,42,33,1.0,1/21,33.0,4.71,42.0,0,0,ODI,Bowling,Bowling
LMP Simmons (WI),2006-2015,68,12,156,172,1.0,1/3,172.0,6.61,156.0,0,0,ODI,Bowling,Bowling
RP Singh (INDIA),1986-1986,2,2,82,77,1.0,1/58,77.0,5.63,82.0,0,0,ODI,Bowling,Bowling
MA Small (WI),1984-1984,2,2,84,54,1.0,1/40,54.0,3.85,84.0,0,0,ODI,Bowling,Bowling
RAJ Smith (SCOT),2016-2016,2,2,90,97,1.0,1/34,97.0,6.46,90.0,0,0,ODI,Bowling,Bowling
S Snater (NL),2018-2018,2,2,71,63,1.0,1/41,63.0,5.32,71.0,0,0,ODI,Bowling,Bowling
GS Sobers (WI),1973-1973,1,1,63,31,1.0,1/31,31.0,2.95,63.0,0,0,ODI,Bowling,Bowling
Sohaib Maqsood (PAK),2013-2016,26,4,54,42,1.0,1/16,42.0,4.66,54.0,0,0,ODI,Bowling,Bowling
VS Solanki (ENG),2000-2006,51,7,111,105,1.0,1/17,105.0,5.67,111.0,0,0,ODI,Bowling,Bowling
OP Stone (ENG),2018-2018,4,3,96,97,1.0,1/23,97.0,6.06,96.0,0,0,ODI,Bowling,Bowling
GM Strydom (ZIM),2006-2006,12,4,66,61,1.0,1/28,61.0,5.54,66.0,0,0,ODI,Bowling,Bowling
R Strydom (IRE),2008-2008,9,1,48,63,1.0,1/63,63.0,7.87,48.0,0,0,ODI,Bowling,Bowling
Subashis Roy (BDESH),2016-2016,1,1,60,45,1.0,1/45,45.0,4.5,60.0,0,0,ODI,Bowling,Bowling
Syed Maqsood (UAE),2004-2004,2,2,66,84,1.0,1/60,84.0,7.63,66.0,0,0,ODI,Bowling,Bowling
Tanvir Mehdi (PAK),1992-1992,1,1,66,72,1.0,1/72,72.0,6.54,66.0,0,0,ODI,Bowling,Bowling
Taufeeq Umar (PAK),2001-2011,22,3,72,85,1.0,1/49,85.0,7.08,72.0,0,0,ODI,Bowling,Bowling
GJ Thompson (IRE),2008-2008,3,3,72,73,1.0,1/35,73.0,6.08,72.0,0,0,ODI,Bowling,Bowling
AL Thomson (AUS),1971-1971,1,1,64,22,1.0,1/22,22.0,2.06,64.0,0,0,ODI,Bowling,Bowling
Tushar Imran (BDESH),2001-2007,41,5,126,103,1.0,1/24,103.0,4.9,126.0,0,0,ODI,Bowling,Bowling
Umair Ali (UAE),2015-2015,2,2,108,125,1.0,1/65,125.0,6.94,108.0,0,0,ODI,Bowling,Bowling
Usman Ghani (AFG),2014-2017,15,2,38,34,1.0,1/21,34.0,5.36,38.0,0,0,ODI,Bowling,Bowling
BO van Rooi (NAM),2003-2003,3,3,120,119,1.0,1/24,119.0,5.95,120.0,0,0,ODI,Bowling,Bowling
MA Vermeulen (ZIM),2000-2009,43,1,5,5,1.0,1/5,5.0,6.0,5.0,0,0,ODI,Bowling,Bowling
M Vijay (INDIA),2010-2015,17,2,36,37,1.0,1/19,37.0,6.16,36.0,0,0,ODI,Bowling,Bowling
L Vincent (NZ),2001-2007,102,3,20,25,1.0,1/0,25.0,7.5,20.0,0,0,ODI,Bowling,Bowling
Waheed Ahmed (UAE),2019-2019,2,2,30,29,1.0,1/20,29.0,5.8,30.0,0,0,ODI,Bowling,Bowling
Washington Sundar (INDIA),2017-2017,1,1,60,65,1.0,1/65,65.0,6.5,60.0,0,0,ODI,Bowling,Bowling
Wasim Haider (PAK),1992-1992,3,3,114,79,1.0,1/36,79.0,4.15,114.0,0,0,ODI,Bowling,Bowling
S Weerakoon (SL),2012-2012,2,1,60,49,1.0,1/49,49.0,4.9,60.0,0,0,ODI,Bowling,Bowling
BA Westdijk (NL),2011-2011,4,4,156,195,1.0,1/56,195.0,7.5,156.0,0,0,ODI,Bowling,Bowling
S Wettimuny (SL),1982-1987,35,6,57,70,1.0,1/13,70.0,7.36,57.0,0,0,ODI,Bowling,Bowling
CG Williams (NAM),2019-2019,5,4,126,91,1.0,1/37,91.0,4.33,126.0,0,0,ODI,Bowling,Bowling
SC Williams (WI),1994-1999,57,1,24,30,1.0,1/30,30.0,7.5,24.0,0,0,ODI,Bowling,Bowling
DJ Worrall (AUS),2016-2016,3,3,158,171,1.0,1/43,171.0,6.49,158.0,0,0,ODI,Bowling,Bowling
J Yadav (INDIA),2016-2016,1,1,24,8,1.0,1/8,8.0,2.0,24.0,0,0,ODI,Bowling,Bowling
Yashpal Sharma (INDIA),1978-1985,42,8,201,199,1.0,1/27,199.0,5.94,201.0,0,0,ODI,Bowling,Bowling
BE Young (AUS),1998-1999,6,5,234,251,1.0,1/26,251.0,6.43,234.0,0,0,ODI,Bowling,Bowling
Zain Abbas (HKG),2008-2008,1,1,36,56,1.0,1/56,56.0,9.33,36.0,0,0,ODI,Bowling,Bowling
AK Zesers (AUS),1987-1987,2,2,90,74,1.0,1/37,74.0,4.93,90.0,0,0,ODI,Bowling,Bowling
Aarif Sheikh (NEPAL),2018-2019,6,1,12,10,0.0,-,0.0,5.0,-,0,0,ODI,Bowling,Bowling
S Abrahams (SA),2000-2000,1,1,60,40,0.0,-,0.0,4.0,-,0,0,ODI,Bowling,Bowling
Abul Hasan (BDESH),2012-2018,7,7,216,244,0.0,-,0.0,6.77,-,0,0,ODI,Bowling,Bowling
FS Ahangama (SL),1985-1985,1,1,18,23,0.0,-,0.0,7.66,-,0,0,ODI,Bowling,Bowling
Ahmed Shah (AFG),2009-2009,1,1,6,12,0.0,-,0.0,12.0,-,0,0,ODI,Bowling,Bowling
Akram Khan (BDESH),1988-2003,44,6,117,138,0.0,-,0.0,7.07,-,0,0,ODI,Bowling,Bowling
Aman Ali (UAE),2008-2008,1,1,12,22,0.0,-,0.0,11.0,-,0,0,ODI,Bowling,Bowling
PK Amre (INDIA),1991-1994,37,1,2,4,0.0,-,0.0,12.0,-,0,0,ODI,Bowling,Bowling
J Anderson (IRE),2014-2016,8,2,30,20,0.0,-,0.0,4.0,-,0,0,ODI,Bowling,Bowling
Anisur Rahman (BDESH),1995-1998,2,2,48,68,0.0,-,0.0,8.5,-,0,0,ODI,Bowling,Bowling
Anwar Hossain Monir (BDESH),2002-2002,1,1,48,45,0.0,-,0.0,5.62,-,0,0,ODI,Bowling,Bowling
Ariful Haque (BDESH),2018-2018,1,1,18,17,0.0,-,0.0,5.66,-,0,0,ODI,Bowling,Bowling
Asad Shafiq (PAK),2010-2017,60,2,12,18,0.0,-,0.0,9.0,-,0,0,ODI,Bowling,Bowling
Ashfaq Ahmed (PAK),1994-1994,3,3,102,84,0.0,-,0.0,4.94,-,0,0,ODI,Bowling,Bowling
Asif Ali (PAK),2018-2019,18,1,5,9,0.0,-,0.0,10.8,-,0,0,ODI,Bowling,Bowling
Asif Iqbal (1) (UAE),2015-2015,1,1,24,32,0.0,-,0.0,8.0,-,0,0,ODI,Bowling,Bowling
MS Atapattu (SL),1990-2007,268,2,51,41,0.0,-,0.0,4.82,-,0,0,ODI,Bowling,Bowling
CWJ Athey (ENG),1980-1988,31,1,6,10,0.0,-,0.0,10.0,-,0,0,ODI,Bowling,Bowling
RA Austin (WI),1978-1978,1,1,6,13,0.0,-,0.0,13.0,-,0,0,ODI,Bowling,Bowling
Babar Hayat (HKG),2014-2018,22,1,6,9,0.0,-,0.0,9.0,-,0,0,ODI,Bowling,Bowling
RJ Bailey (ENG),1985-1990,4,1,36,25,0.0,-,0.0,4.16,-,0,0,ODI,Bowling,Bowling
W Barresi (NL),2010-2019,32,3,30,37,0.0,-,0.0,7.4,-,0,0,ODI,Bowling,Bowling
OO Bascome (BMUDA),2008-2008,6,2,18,22,0.0,-,0.0,7.33,-,0,0,ODI,Bowling,Bowling
TC Bastiampillai (CAN),2007-2014,13,3,24,31,0.0,-,0.0,7.75,-,0,0,ODI,Bowling,Bowling
Bazid Khan (PAK),2004-2008,5,1,12,11,0.0,-,0.0,5.5,-,0,0,ODI,Bowling,Bowling
CA Best (WI),1986-1992,24,2,19,12,0.0,-,0.0,3.78,-,0,0,ODI,Bowling,Bowling
MI Black (WI),2001-2001,5,5,228,196,0.0,-,0.0,5.15,-,0,0,ODI,Bowling,Bowling
J Blackwood (WI),2015-2015,2,1,18,16,0.0,-,0.0,5.33,-,0,0,ODI,Bowling,Bowling
DL Blake (USA),2004-2004,1,1,6,7,0.0,-,0.0,7.0,-,0,0,ODI,Bowling,Bowling
GH Bodi (SA),2007-2007,2,1,6,8,0.0,-,0.0,8.0,-,0,0,ODI,Bowling,Bowling
DC Boon (AUS),1984-1995,181,7,82,86,0.0,-,0.0,6.29,-,0,0,ODI,Bowling,Bowling
SG Borthwick (ENG),2011-2011,2,2,54,72,0.0,-,0.0,8.0,-,0,0,ODI,Bowling,Bowling
T Bosch (SA),1992-1992,2,2,51,66,0.0,-,0.0,7.76,-,0,0,ODI,Bowling,Bowling
JWHD Boteju (SL),1999-1999,2,2,102,113,0.0,-,0.0,6.64,-,0,0,ODI,Bowling,Bowling
SA Britton (IRE),2009-2009,1,1,36,37,0.0,-,0.0,6.16,-,0,0,ODI,Bowling,Bowling
BC Broad (ENG),1987-1988,34,1,6,6,0.0,-,0.0,6.0,-,0,0,ODI,Bowling,Bowling
AD Brown (ENG),1996-2001,16,1,6,5,0.0,-,0.0,5.0,-,0,0,ODI,Bowling,Bowling
CE Bulfin (NZ),1999-1999,4,3,102,109,0.0,-,0.0,6.41,-,0,0,ODI,Bowling,Bowling
SF Burger (NAM),2003-2003,2,2,66,67,0.0,-,0.0,6.09,-,0,0,ODI,Bowling,Bowling
JD Campbell (WI),2019-2019,6,1,6,13,0.0,-,0.0,13.0,-,0,0,ODI,Bowling,Bowling
MA Carberry (ENG),2013-2014,6,1,6,12,0.0,-,0.0,12.0,-,0,0,ODI,Bowling,Bowling
KED Carroll (IRE),2007-2007,6,1,6,8,0.0,-,0.0,8.0,-,0,0,ODI,Bowling,Bowling
G Chapple (ENG),2006-2006,1,1,24,14,0.0,-,0.0,3.5,-,0,0,ODI,Bowling,Bowling
J Charles (WI),2012-2016,48,1,5,12,0.0,-,0.0,14.4,-,0,0,ODI,Bowling,Bowling
K Christie (HKG),2016-2016,1,1,6,18,0.0,-,0.0,18.0,-,0,0,ODI,Bowling,Bowling
DB Close (ENG),1972-1972,3,1,18,21,0.0,-,0.0,7.0,-,0,0,ODI,Bowling,Bowling
DJ Colley (AUS),1972-1972,1,1,66,72,0.0,-,0.0,6.54,-,0,0,ODI,Bowling,Bowling
AN Connolly (AUS),1971-1971,1,1,64,62,0.0,-,0.0,5.81,-,0,0,ODI,Bowling,Bowling
JJ Crowe (NZ),1983-1990,75,1,6,1,0.0,-,0.0,1.0,-,0,0,ODI,Bowling,Bowling
CD Cumming (NZ),2003-2009,13,1,18,17,0.0,-,0.0,5.66,-,0,0,ODI,Bowling,Bowling
GN de Silva (SL),1983-1985,4,4,194,169,0.0,-,0.0,5.22,-,0,0,ODI,Bowling,Bowling
BJ Diamanti (NZ),2009-2009,1,1,12,25,0.0,-,0.0,12.5,-,0,0,ODI,Bowling,Bowling
S Dube (INDIA),2019-2019,1,1,47,68,0.0,-,0.0,8.68,-,0,0,ODI,Bowling,Bowling
N Dutta (CAN),2013-2013,1,1,36,31,0.0,-,0.0,5.16,-,0,0,ODI,Bowling,Bowling
DD Ebrahim (ZIM),2001-2005,82,2,5,11,0.0,-,0.0,13.2,-,0,0,ODI,Bowling,Bowling
BA Edgar (NZ),1978-1986,64,1,12,5,0.0,-,0.0,2.5,-,0,0,ODI,Bowling,Bowling
WJ Edwards (AUS),1975-1975,1,1,1,0,0.0,-,0.0,0.0,-,0,0,ODI,Bowling,Bowling
RR Emrit (WI),2007-2007,2,2,84,99,0.0,-,0.0,7.07,-,0,0,ODI,Bowling,Bowling
MG Erasmus (NAM),2019-2019,5,3,96,65,0.0,-,0.0,4.06,-,0,0,ODI,Bowling,Bowling
JJ Esmeijer (NL),2002-2003,6,6,228,208,0.0,-,0.0,5.47,-,0,0,ODI,Bowling,Bowling
Fahim Muntasir (BDESH),2001-2002,3,3,169,111,0.0,-,0.0,3.94,-,0,0,ODI,Bowling,Bowling
NH Fairbrother (ENG),1987-1999,75,1,6,9,0.0,-,0.0,9.0,-,0,0,ODI,Bowling,Bowling
Faisal Iqbal (PAK),2000-2006,18,2,18,33,0.0,-,0.0,11.0,-,0,0,ODI,Bowling,Bowling
Fayyaz Ahmed (UAE),2014-2016,3,3,162,121,0.0,-,0.0,4.48,-,0,0,ODI,Bowling,Bowling
Fazl-e-Akbar (PAK),1998-2001,2,2,72,48,0.0,-,0.0,4.0,-,0,0,ODI,Bowling,Bowling
Fazle Mahmud (BDESH),2018-2018,2,1,18,16,0.0,-,0.0,5.33,-,0,0,ODI,Bowling,Bowling
AM Fernando (SL),2017-2017,1,1,12,22,0.0,-,0.0,11.0,-,0,0,ODI,Bowling,Bowling
BOP Fernando (SL),2019-2019,6,1,12,16,0.0,-,0.0,8.0,-,0,0,ODI,Bowling,Bowling
ADS Fletcher (WI),2008-2016,25,3,28,26,0.0,-,0.0,5.57,-,0,0,ODI,Bowling,Bowling
A Flower (ZIM),1992-2003,213,2,30,23,0.0,-,0.0,4.6,-,0,0,ODI,Bowling,Bowling
DR Flynn (NZ),2008-2012,20,3,24,25,0.0,-,0.0,6.25,-,0,0,ODI,Bowling,Bowling
CR Foggo (BMUDA),2008-2008,4,1,1,2,0.0,-,0.0,12.0,-,0,0,ODI,Bowling,Bowling
PJ Franks (ENG),2000-2000,1,1,54,48,0.0,-,0.0,5.33,-,0,0,ODI,Bowling,Bowling
Frasat Ali (EAf),1975-1975,3,3,144,107,0.0,-,0.0,4.45,-,0,0,ODI,Bowling,Bowling
G Gambhir (INDIA),2003-2013,147,1,6,13,0.0,-,0.0,13.0,-,0,0,ODI,Bowling,Bowling
D Ganga (WI),1999-2006,35,1,1,4,0.0,-,0.0,24.0,-,0,0,ODI,Bowling,Bowling
SP Gauchan (NEPAL),2018-2018,1,1,24,15,0.0,-,0.0,3.75,-,0,0,ODI,Bowling,Bowling
TG Gordon (CAN),2011-2011,5,2,15,25,0.0,-,0.0,10.0,-,0,0,ODI,Bowling,Bowling
DI Gower (ENG),1978-1991,114,2,5,14,0.0,-,0.0,16.8,-,0,0,ODI,Bowling,Bowling
MJ Greatbatch (NZ),1988-1996,84,1,6,5,0.0,-,0.0,5.0,-,0,0,ODI,Bowling,Bowling
FRMD Gunatilleke (SL),1979-1979,1,1,54,34,0.0,-,0.0,3.77,-,0,0,ODI,Bowling,Bowling
Gurkeerat Singh (INDIA),2016-2016,3,3,60,68,0.0,-,0.0,6.8,-,0,0,ODI,Bowling,Bowling
Hannan Sarkar (BDESH),2002-2004,20,1,3,13,0.0,-,0.0,26.0,-,0,0,ODI,Bowling,Bowling
Hashmatullah Shahidi (AFG),2013-2019,39,2,18,25,0.0,-,0.0,8.33,-,0,0,ODI,Bowling,Bowling
ML Hayden (AUS/ICC),1993-2008,161,1,6,18,0.0,-,0.0,18.0,-,0,0,ODI,Bowling,Bowling
RL Hayes (NZ),1995-1995,1,1,42,31,0.0,-,0.0,4.42,-,0,0,ODI,Bowling,Bowling
DL Haynes (WI),1978-1994,238,1,30,24,0.0,-,0.0,4.8,-,0,0,ODI,Bowling,Bowling
C Hemraj (WI),2018-2018,6,1,7,9,0.0,-,0.0,7.71,-,0,0,ODI,Bowling,Bowling
VR Hogg (ZIM),1983-1983,2,2,90,49,0.0,-,0.0,3.26,-,0,0,ODI,Bowling,Bowling
DAW Hollis (BMUDA),2008-2008,1,1,42,43,0.0,-,0.0,6.14,-,0,0,ODI,Bowling,Bowling
AC Hudson (SA),1991-1997,89,1,6,3,0.0,-,0.0,3.0,-,0,0,ODI,Bowling,Bowling
KJ Hughes (AUS),1977-1985,97,1,1,4,0.0,-,0.0,24.0,-,0,0,ODI,Bowling,Bowling
Hussain Talat (PAK),2019-2019,1,1,12,16,0.0,-,0.0,8.0,-,0,0,ODI,Bowling,Bowling
EH Hutchinson (USA),2019-2019,4,3,78,82,0.0,-,0.0,6.3,-,0,0,ODI,Bowling,Bowling
N Ifill (CAN),2003-2006,4,3,72,88,0.0,-,0.0,7.33,-,0,0,ODI,Bowling,Bowling
CA Ingram (SA),2010-2013,31,1,6,17,0.0,-,0.0,17.0,-,0,0,ODI,Bowling,Bowling
Irfan Fazil (PAK),2000-2000,1,1,36,46,0.0,-,0.0,7.66,-,0,0,ODI,Bowling,Bowling
Irfan Sajid (UAE),2014-2014,1,1,30,23,0.0,-,0.0,4.6,-,0,0,ODI,Bowling,Bowling
Ishtiaq Muhammad (HKG),2016-2016,1,1,18,24,0.0,-,0.0,8.0,-,0,0,ODI,Bowling,Bowling
SS Iyer (INDIA),2017-2019,12,2,12,15,0.0,-,0.0,7.5,-,0,0,ODI,Bowling,Bowling
Jahangir Alam Talukdar (BDESH),1990-1990,2,2,42,36,0.0,-,0.0,5.14,-,0,0,ODI,Bowling,Bowling
Jamaluddin Ahmed (BDESH),2003-2003,1,1,24,28,0.0,-,0.0,7.0,-,0,0,ODI,Bowling,Bowling
JA Jameson (ENG),1973-1975,3,1,12,3,0.0,-,0.0,1.5,-,0,0,ODI,Bowling,Bowling
WS Jayantha (SL),2004-2004,17,6,55,46,0.0,-,0.0,5.01,-,0,0,ODI,Bowling,Bowling
NGRP Jayasuriya (SL),2018-2018,2,2,96,95,0.0,-,0.0,5.93,-,0,0,ODI,Bowling,Bowling
TJ Jenner (AUS),1975-1975,1,1,64,28,0.0,-,0.0,2.62,-,0,0,ODI,Bowling,Bowling
Junaid Siddique (BDESH),2007-2011,54,2,12,13,0.0,-,0.0,6.5,-,0,0,ODI,Bowling,Bowling
Kaleemullah (OMAN),2019-2019,3,3,90,84,0.0,-,0.0,5.6,-,0,0,ODI,Bowling,Bowling
